,Image,Category,Activity,Train
23464,037997492.jpg,sports,squash,1.0
23465,088438617.jpg,sports,squash,1.0
23466,025217111.jpg,sports,squash,1.0
23467,045323217.jpg,sports,squash,1.0
23468,063901743.jpg,sports,squash,1.0
23469,087746495.jpg,sports,squash,1.0
23470,052462110.jpg,sports,squash,1.0
23471,037352463.jpg,sports,squash,1.0
23472,086701508.jpg,sports,squash,1.0
23473,031024642.jpg,sports,squash,1.0
23474,007942370.jpg,sports,squash,1.0
23475,044504211.jpg,sports,squash,1.0
23476,078509331.jpg,sports,squash,1.0
23477,003078083.jpg,,,0.0
23478,058588224.jpg,,,0.0
23479,059446405.jpg,,,0.0
23480,092854176.jpg,,,0.0
23481,028646482.jpg,sports,squash,1.0
23482,027883661.jpg,sports,squash,1.0
23483,044048365.jpg,sports,squash,1.0
23484,035691490.jpg,sports,squash,1.0
23485,073634586.jpg,sports,squash,1.0
23486,064175208.jpg,sports,squash,1.0
23487,075892104.jpg,sports,squash,1.0
23488,082004179.jpg,sports,squash,1.0
23489,092298113.jpg,sports,squash,1.0
23490,043093673.jpg,sports,squash,1.0
23491,098469739.jpg,sports,squash,1.0
23492,021566081.jpg,sports,squash,1.0
23493,071436516.jpg,sports,squash,1.0
23494,053400932.jpg,sports,squash,1.0
23495,081690059.jpg,sports,squash,1.0
23496,047677052.jpg,home activities,child care,1.0
23497,078393864.jpg,home activities,child care,1.0
23498,093016871.jpg,home activities,child care,1.0
23499,073229427.jpg,home activities,child care,1.0
23500,077609429.jpg,home activities,child care,1.0
23501,006717543.jpg,home activities,child care,1.0
23502,020495766.jpg,home activities,child care,1.0
23503,097430374.jpg,home activities,child care,1.0
23504,069318700.jpg,home activities,child care,1.0
23505,056144902.jpg,home activities,child care,1.0
23506,036697637.jpg,home activities,child care,1.0
23507,004438900.jpg,home activities,child care,1.0
23508,036913591.jpg,home activities,child care,1.0
23509,049891287.jpg,,,0.0
23510,021145951.jpg,,,0.0
23511,017313679.jpg,home activities,child care,1.0
23512,050841655.jpg,home activities,child care,1.0
23513,058590424.jpg,home activities,child care,1.0
23514,023991792.jpg,home activities,child care,1.0
23515,058738947.jpg,conditioning exercise,"slide board exercise, general",1.0
23516,090033996.jpg,conditioning exercise,"slide board exercise, general",1.0
23517,047317326.jpg,conditioning exercise,"slide board exercise, general",1.0
23518,085739017.jpg,conditioning exercise,"slide board exercise, general",1.0
23519,092727144.jpg,conditioning exercise,"slide board exercise, general",1.0
23520,009239403.jpg,conditioning exercise,"slide board exercise, general",1.0
23521,009581158.jpg,conditioning exercise,"slide board exercise, general",1.0
23522,047604418.jpg,conditioning exercise,"slide board exercise, general",1.0
23523,058810244.jpg,,,0.0
23524,042588346.jpg,,,0.0
23525,032645077.jpg,,,0.0
23526,064099412.jpg,,,0.0
23527,000208151.jpg,,,0.0
23528,096807328.jpg,,,0.0
23529,023207909.jpg,,,0.0
23530,091709877.jpg,conditioning exercise,"slide board exercise, general",1.0
23531,010901474.jpg,conditioning exercise,"slide board exercise, general",1.0
23532,023808718.jpg,conditioning exercise,"slide board exercise, general",1.0
23533,023487370.jpg,conditioning exercise,"slide board exercise, general",1.0
23534,099615290.jpg,conditioning exercise,"slide board exercise, general",1.0
23535,000460055.jpg,conditioning exercise,"slide board exercise, general",1.0
23536,063963821.jpg,conditioning exercise,"slide board exercise, general",1.0
23537,086968658.jpg,conditioning exercise,"slide board exercise, general",1.0
23538,067227365.jpg,conditioning exercise,"slide board exercise, general",1.0
23539,036273382.jpg,conditioning exercise,"slide board exercise, general",1.0
23540,095830936.jpg,conditioning exercise,"slide board exercise, general",1.0
23541,089352075.jpg,conditioning exercise,"slide board exercise, general",1.0
23542,043395492.jpg,conditioning exercise,"slide board exercise, general",1.0
23543,057332849.jpg,,,0.0
23544,096751919.jpg,,,0.0
23545,098256036.jpg,,,0.0
23546,044982328.jpg,,,0.0
23547,084735003.jpg,,,0.0
23548,030198023.jpg,,,0.0
23549,037181287.jpg,,,0.0
23550,016482188.jpg,,,0.0
23551,020918459.jpg,,,0.0
23552,065687330.jpg,conditioning exercise,"slide board exercise, general",1.0
23553,051078162.jpg,conditioning exercise,"slide board exercise, general",1.0
23554,023113186.jpg,conditioning exercise,"slide board exercise, general",1.0
23555,040290962.jpg,conditioning exercise,"slide board exercise, general",1.0
23556,037318346.jpg,conditioning exercise,"slide board exercise, general",1.0
23557,098736020.jpg,conditioning exercise,"slide board exercise, general",1.0
23558,085356584.jpg,conditioning exercise,"slide board exercise, general",1.0
23559,038796633.jpg,conditioning exercise,"slide board exercise, general",1.0
23560,091391658.jpg,conditioning exercise,"slide board exercise, general",1.0
23561,034263539.jpg,conditioning exercise,"slide board exercise, general",1.0
23562,066790151.jpg,conditioning exercise,"slide board exercise, general",1.0
23563,096665000.jpg,conditioning exercise,"slide board exercise, general",1.0
23564,039027886.jpg,conditioning exercise,"slide board exercise, general",1.0
23565,067988497.jpg,conditioning exercise,"slide board exercise, general",1.0
23566,029592381.jpg,conditioning exercise,"slide board exercise, general",1.0
23567,026631232.jpg,conditioning exercise,"slide board exercise, general",1.0
23568,057415667.jpg,conditioning exercise,"slide board exercise, general",1.0
23569,097926460.jpg,conditioning exercise,"slide board exercise, general",1.0
23570,045313385.jpg,conditioning exercise,"slide board exercise, general",1.0
23571,093763697.jpg,conditioning exercise,"slide board exercise, general",1.0
23572,091436352.jpg,conditioning exercise,"slide board exercise, general",1.0
23573,025376261.jpg,conditioning exercise,"slide board exercise, general",1.0
23574,040181941.jpg,conditioning exercise,"slide board exercise, general",1.0
23575,064330248.jpg,conditioning exercise,"slide board exercise, general",1.0
23576,051804588.jpg,,,0.0
23577,009595853.jpg,,,0.0
23578,099369803.jpg,,,0.0
23579,075265400.jpg,,,0.0
23580,043769404.jpg,,,0.0
23581,061816855.jpg,,,0.0
23582,008757282.jpg,,,0.0
23583,049530165.jpg,,,0.0
23584,093083242.jpg,,,0.0
23585,089660096.jpg,,,0.0
23586,033738085.jpg,,,0.0
23587,053136786.jpg,,,0.0
23588,069738352.jpg,,,0.0
23589,034000927.jpg,,,0.0
23590,006487922.jpg,,,0.0
23591,050544166.jpg,,,0.0
23592,060163574.jpg,,,0.0
23593,000584160.jpg,,,0.0
23594,009557537.jpg,,,0.0
23595,020729064.jpg,,,0.0
23596,034805229.jpg,,,0.0
23597,054105122.jpg,,,0.0
23598,029384292.jpg,,,0.0
23599,027618381.jpg,conditioning exercise,"yoga, Power",1.0
23600,086934934.jpg,conditioning exercise,"yoga, Power",1.0
23601,014505064.jpg,conditioning exercise,"yoga, Power",1.0
23602,049546013.jpg,conditioning exercise,"yoga, Power",1.0
23603,095282472.jpg,conditioning exercise,"yoga, Power",1.0
23604,062501325.jpg,conditioning exercise,"yoga, Power",1.0
23605,071720548.jpg,conditioning exercise,"yoga, Power",1.0
23606,043123699.jpg,conditioning exercise,"yoga, Power",1.0
23607,001993217.jpg,conditioning exercise,"yoga, Nadisodhana",1.0
23608,064613037.jpg,conditioning exercise,"yoga, Power",1.0
23609,063192428.jpg,conditioning exercise,"yoga, Power",1.0
23610,011042764.jpg,conditioning exercise,"yoga, Power",1.0
23611,046215971.jpg,conditioning exercise,"yoga, Power",1.0
23612,091532894.jpg,conditioning exercise,"yoga, Power",1.0
23613,020508483.jpg,conditioning exercise,"yoga, Power",1.0
23614,046109875.jpg,conditioning exercise,"yoga, Power",1.0
23615,046110319.jpg,conditioning exercise,"yoga, Power",1.0
23616,081076147.jpg,conditioning exercise,"yoga, Power",1.0
23617,082457587.jpg,conditioning exercise,"yoga, Power",1.0
23618,075926942.jpg,conditioning exercise,"yoga, Power",1.0
23619,036545416.jpg,conditioning exercise,"yoga, Power",1.0
23620,007203693.jpg,conditioning exercise,"yoga, Power",1.0
23621,034948298.jpg,conditioning exercise,"yoga, Power",1.0
23622,067979120.jpg,conditioning exercise,"yoga, Power",1.0
23623,070274657.jpg,conditioning exercise,"yoga, Power",1.0
23624,096500021.jpg,conditioning exercise,"yoga, Power",1.0
23625,045364123.jpg,conditioning exercise,"yoga, Power",1.0
23626,063243558.jpg,conditioning exercise,"yoga, Power",1.0
23627,053919087.jpg,conditioning exercise,"yoga, Power",1.0
23628,015061856.jpg,conditioning exercise,"yoga, Power",1.0
23629,046120247.jpg,conditioning exercise,"yoga, Power",1.0
23630,054483515.jpg,conditioning exercise,"yoga, Power",1.0
23631,095074961.jpg,conditioning exercise,"yoga, Power",1.0
23632,036653905.jpg,conditioning exercise,"yoga, Power",1.0
23633,098009910.jpg,conditioning exercise,"yoga, Power",1.0
23634,054230007.jpg,conditioning exercise,"yoga, Power",1.0
23635,024246924.jpg,conditioning exercise,"yoga, Power",1.0
23636,019166439.jpg,conditioning exercise,"yoga, Power",1.0
23637,014169492.jpg,conditioning exercise,"yoga, Power",1.0
23638,045293287.jpg,conditioning exercise,"yoga, Power",1.0
23639,002192643.jpg,,,0.0
23640,044504528.jpg,,,0.0
23641,098840469.jpg,,,0.0
23642,067010680.jpg,,,0.0
23643,075978612.jpg,,,0.0
23644,011900539.jpg,,,0.0
23645,047310086.jpg,,,0.0
23646,028622310.jpg,,,0.0
23647,089409753.jpg,,,0.0
23648,018129247.jpg,,,0.0
23649,045873333.jpg,,,0.0
23650,058804772.jpg,,,0.0
23651,051404109.jpg,,,0.0
23652,083024353.jpg,,,0.0
23653,023145317.jpg,,,0.0
23654,037739111.jpg,conditioning exercise,"yoga, Power",1.0
23655,079208430.jpg,conditioning exercise,"yoga, Power",1.0
23656,052807141.jpg,conditioning exercise,"yoga, Power",1.0
23657,040211739.jpg,conditioning exercise,"yoga, Power",1.0
23658,002944251.jpg,conditioning exercise,"yoga, Power",1.0
23659,075338542.jpg,conditioning exercise,"yoga, Power",1.0
23660,097218208.jpg,conditioning exercise,"yoga, Power",1.0
23661,062028701.jpg,conditioning exercise,"yoga, Power",1.0
23662,085654122.jpg,conditioning exercise,"yoga, Power",1.0
23663,051687574.jpg,religious activities,"standing, talking in church",1.0
23664,023168097.jpg,religious activities,"standing, talking in church",1.0
23665,001444210.jpg,religious activities,"standing, talking in church",1.0
23666,065339827.jpg,religious activities,"standing, talking in church",1.0
23667,049310885.jpg,religious activities,"standing, talking in church",1.0
23668,078209815.jpg,,,0.0
23669,069468242.jpg,,,0.0
23670,098795237.jpg,religious activities,"standing, talking in church",1.0
23671,051031258.jpg,religious activities,"standing, talking in church",1.0
23672,042717479.jpg,religious activities,"standing, talking in church",1.0
23673,028673969.jpg,religious activities,"standing, talking in church",1.0
23674,047686129.jpg,religious activities,"standing, talking in church",1.0
23675,087287148.jpg,religious activities,"standing, talking in church",1.0
23676,004243973.jpg,religious activities,"standing, talking in church",1.0
23677,097790005.jpg,religious activities,"standing, talking in church",1.0
23678,099330719.jpg,religious activities,"standing, talking in church",1.0
23679,059782138.jpg,religious activities,"standing, talking in church",1.0
23680,033154420.jpg,religious activities,"standing, talking in church",1.0
23681,022304897.jpg,religious activities,"standing, talking in church",1.0
23682,027649040.jpg,religious activities,"standing, talking in church",1.0
23683,005010543.jpg,religious activities,"standing, talking in church",1.0
23684,047511096.jpg,religious activities,"standing, talking in church",1.0
23685,005732427.jpg,religious activities,"standing, talking in church",1.0
23686,071847421.jpg,religious activities,"standing, talking in church",1.0
23687,037192946.jpg,religious activities,"standing, talking in church",1.0
23688,019936473.jpg,,,0.0
23689,054485356.jpg,,,0.0
23690,097375931.jpg,,,0.0
23691,069513105.jpg,,,0.0
23692,049174685.jpg,sports,lacrosse,1.0
23693,077691430.jpg,sports,lacrosse,1.0
23694,073747647.jpg,sports,lacrosse,1.0
23695,089173546.jpg,sports,lacrosse,1.0
23696,020466895.jpg,sports,lacrosse,1.0
23697,085887758.jpg,sports,lacrosse,1.0
23698,030102609.jpg,sports,lacrosse,1.0
23699,094099893.jpg,sports,lacrosse,1.0
23700,028106515.jpg,sports,lacrosse,1.0
23701,092684854.jpg,sports,lacrosse,1.0
23702,096379071.jpg,sports,lacrosse,1.0
23703,014549136.jpg,sports,lacrosse,1.0
23704,097449988.jpg,sports,lacrosse,1.0
23705,008572297.jpg,sports,lacrosse,1.0
23706,021856779.jpg,sports,lacrosse,1.0
23707,044416878.jpg,sports,lacrosse,1.0
23708,099359737.jpg,sports,lacrosse,1.0
23709,048856305.jpg,sports,lacrosse,1.0
23710,055040944.jpg,sports,lacrosse,1.0
23711,069442495.jpg,sports,lacrosse,1.0
23712,096829356.jpg,sports,lacrosse,1.0
23713,078335140.jpg,sports,lacrosse,1.0
23714,022415400.jpg,sports,lacrosse,1.0
23715,030299093.jpg,sports,lacrosse,1.0
23716,009762824.jpg,,,0.0
23717,064445236.jpg,,,0.0
23718,018074031.jpg,,,0.0
23719,025740489.jpg,,,0.0
23720,088811366.jpg,,,0.0
23721,032675568.jpg,,,0.0
23722,056664672.jpg,,,0.0
23723,039756601.jpg,sports,lacrosse,1.0
23724,007403129.jpg,sports,lacrosse,1.0
23725,036286383.jpg,sports,lacrosse,1.0
23726,040806820.jpg,sports,lacrosse,1.0
23727,089570110.jpg,sports,lacrosse,1.0
23728,032445065.jpg,,,0.0
23729,037924112.jpg,,,0.0
23730,078289677.jpg,,,0.0
23731,075895665.jpg,,,0.0
23732,079828528.jpg,,,0.0
23733,095377074.jpg,,,0.0
23734,079555750.jpg,,,0.0
23735,040760820.jpg,,,0.0
23736,082150852.jpg,,,0.0
23737,050867463.jpg,sports,lacrosse,1.0
23738,027771403.jpg,sports,lacrosse,1.0
23739,030291707.jpg,sports,lacrosse,1.0
23740,022384239.jpg,sports,lacrosse,1.0
23741,014499296.jpg,sports,lacrosse,1.0
23742,018449041.jpg,sports,lacrosse,1.0
23743,006317805.jpg,,,0.0
23744,088845086.jpg,,,0.0
23745,093100781.jpg,,,0.0
23746,058677039.jpg,,,0.0
23747,084048956.jpg,,,0.0
23748,018357110.jpg,,,0.0
23749,090167383.jpg,,,0.0
23750,050636156.jpg,,,0.0
23751,006716499.jpg,,,0.0
23752,014131274.jpg,,,0.0
23753,030897646.jpg,,,0.0
23754,004355758.jpg,,,0.0
23755,030929338.jpg,,,0.0
23756,005993043.jpg,,,0.0
23757,023602761.jpg,,,0.0
23758,026566976.jpg,sports,"martial arts, different types",1.0
23759,099436898.jpg,sports,"martial arts, different types",1.0
23760,023554667.jpg,sports,"martial arts, different types",1.0
23761,023918645.jpg,sports,"martial arts, different types",1.0
23762,068678897.jpg,sports,"martial arts, different types",1.0
23763,085935748.jpg,sports,"martial arts, different types",1.0
23764,038705541.jpg,sports,"martial arts, different types",1.0
23765,087561802.jpg,sports,"martial arts, different types",1.0
23766,034014202.jpg,sports,"martial arts, different types",1.0
23767,019701588.jpg,sports,"martial arts, different types",1.0
23768,032963882.jpg,sports,"martial arts, different types",1.0
23769,060935637.jpg,sports,"martial arts, different types",1.0
23770,036714316.jpg,sports,"martial arts, different types",1.0
23771,067289380.jpg,sports,"martial arts, different types",1.0
23772,023693588.jpg,sports,"martial arts, different types",1.0
23773,070099289.jpg,sports,"martial arts, different types",1.0
23774,034743836.jpg,sports,"martial arts, different types",1.0
23775,045586837.jpg,sports,"martial arts, different types",1.0
23776,055774514.jpg,sports,"martial arts, different types",1.0
23777,068622500.jpg,,,0.0
23778,023871369.jpg,,,0.0
23779,083594554.jpg,,,0.0
23780,072184275.jpg,,,0.0
23781,023409792.jpg,,,0.0
23782,097497456.jpg,,,0.0
23783,066479699.jpg,,,0.0
23784,045242689.jpg,,,0.0
23785,015752733.jpg,,,0.0
23786,053322100.jpg,,,0.0
23787,016477589.jpg,,,0.0
23788,042949168.jpg,,,0.0
23789,040871252.jpg,,,0.0
23790,071993964.jpg,,,0.0
23791,019238318.jpg,,,0.0
23792,082187135.jpg,,,0.0
23793,032613233.jpg,,,0.0
23794,044398863.jpg,,,0.0
23795,077234098.jpg,sports,"martial arts, different types",1.0
23796,062539240.jpg,sports,"martial arts, different types",1.0
23797,030802535.jpg,sports,"martial arts, different types",1.0
23798,038620292.jpg,sports,"martial arts, different types",1.0
23799,030578681.jpg,sports,"martial arts, different types",1.0
23800,059477017.jpg,sports,"martial arts, different types",1.0
23801,033262453.jpg,sports,"martial arts, different types",1.0
23802,072569769.jpg,sports,"martial arts, different types",1.0
23803,057978716.jpg,sports,"martial arts, different types",1.0
23804,014570661.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23805,031026862.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23806,022144744.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23807,039031321.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23808,051598409.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23809,050676286.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23810,075452368.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23811,018917186.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23812,094647283.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23813,034284511.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23814,030024885.jpg,,,1.0
23815,068517858.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23816,080551663.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23817,037847176.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23818,074684697.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23819,088373596.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23820,076680367.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23821,003419649.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23822,082736891.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23823,077448096.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23824,066929024.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23825,076002242.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23826,097942540.jpg,,,0.0
23827,043111289.jpg,,,0.0
23828,006722323.jpg,,,0.0
23829,046088997.jpg,,,0.0
23830,004643366.jpg,,,0.0
23831,029425041.jpg,,,0.0
23832,058687979.jpg,,,0.0
23833,030962289.jpg,,,0.0
23834,068539525.jpg,,,0.0
23835,082198633.jpg,,,0.0
23836,042043918.jpg,,,0.0
23837,090013795.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23838,007983893.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23839,084011316.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23840,082857315.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23841,032199390.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23842,029871519.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23843,030509498.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23844,081139371.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23845,083165349.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23846,032972246.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23847,059259035.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23848,013893323.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23849,046877874.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23850,099879285.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23851,015883915.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23852,094756264.jpg,occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)",1.0
23853,082425472.jpg,home repair,"carpentry, sawing hardwood",1.0
23854,097221465.jpg,home repair,"carpentry, sawing hardwood",1.0
23855,017957876.jpg,home repair,"carpentry, sawing hardwood",1.0
23856,021351849.jpg,home repair,"carpentry, sawing hardwood",1.0
23857,001686718.jpg,home repair,"carpentry, sawing hardwood",1.0
23858,072470181.jpg,home repair,"carpentry, sawing hardwood",1.0
23859,064409469.jpg,home repair,"carpentry, sawing hardwood",1.0
23860,017806544.jpg,home repair,"carpentry, sawing hardwood",1.0
23861,079114497.jpg,home repair,"carpentry, sawing hardwood",1.0
23862,029919551.jpg,home repair,"carpentry, sawing hardwood",1.0
23863,013499557.jpg,home repair,"carpentry, sawing hardwood",1.0
23864,042256267.jpg,home repair,"carpentry, sawing hardwood",1.0
23865,009096985.jpg,home repair,"carpentry, sawing hardwood",1.0
23866,026324366.jpg,home repair,"carpentry, sawing hardwood",1.0
23867,037133336.jpg,home repair,"carpentry, sawing hardwood",1.0
23868,085186417.jpg,home repair,"carpentry, sawing hardwood",1.0
23869,079254874.jpg,home repair,"carpentry, sawing hardwood",1.0
23870,044275429.jpg,home repair,"carpentry, sawing hardwood",1.0
23871,072457506.jpg,home repair,"carpentry, sawing hardwood",1.0
23872,056864964.jpg,home repair,"carpentry, sawing hardwood",1.0
23873,034084186.jpg,home repair,"carpentry, sawing hardwood",1.0
23874,072587434.jpg,home repair,"carpentry, sawing hardwood",1.0
23875,068349915.jpg,home repair,"carpentry, sawing hardwood",1.0
23876,061909444.jpg,home repair,"carpentry, sawing hardwood",1.0
23877,061795552.jpg,home repair,"carpentry, sawing hardwood",1.0
23878,068298199.jpg,home repair,"carpentry, sawing hardwood",1.0
23879,038454551.jpg,home repair,"carpentry, sawing hardwood",1.0
23880,086907582.jpg,home repair,"carpentry, sawing hardwood",1.0
23881,016230785.jpg,home repair,"carpentry, sawing hardwood",1.0
23882,088388546.jpg,home repair,"carpentry, sawing hardwood",1.0
23883,034228184.jpg,home repair,"carpentry, sawing hardwood",1.0
23884,012503162.jpg,home repair,"carpentry, sawing hardwood",1.0
23885,060002740.jpg,home repair,"carpentry, sawing hardwood",1.0
23886,037598667.jpg,home repair,"carpentry, sawing hardwood",1.0
23887,081549973.jpg,home repair,"carpentry, sawing hardwood",1.0
23888,043078547.jpg,home repair,"carpentry, sawing hardwood",1.0
23889,066856253.jpg,home repair,"carpentry, sawing hardwood",1.0
23890,030825799.jpg,home repair,"carpentry, sawing hardwood",1.0
23891,020945238.jpg,home repair,"carpentry, sawing hardwood",1.0
23892,038804903.jpg,home repair,"carpentry, sawing hardwood",1.0
23893,060680783.jpg,home repair,"carpentry, sawing hardwood",1.0
23894,065694674.jpg,home repair,"carpentry, sawing hardwood",1.0
23895,057820667.jpg,home repair,"carpentry, sawing hardwood",1.0
23896,098805572.jpg,home repair,"carpentry, sawing hardwood",1.0
23897,069109019.jpg,home repair,"carpentry, sawing hardwood",1.0
23898,093151963.jpg,home repair,"carpentry, sawing hardwood",1.0
23899,011793319.jpg,home repair,"carpentry, sawing hardwood",1.0
23900,006137293.jpg,home repair,"carpentry, sawing hardwood",1.0
23901,031099470.jpg,home repair,"carpentry, sawing hardwood",1.0
23902,013658894.jpg,,,0.0
23903,052586853.jpg,,,0.0
23904,051898125.jpg,,,0.0
23905,057504717.jpg,,,0.0
23906,074522788.jpg,,,0.0
23907,097132970.jpg,,,0.0
23908,087825869.jpg,,,0.0
23909,011836724.jpg,home repair,"carpentry, sawing hardwood",1.0
23910,033851369.jpg,home repair,"carpentry, sawing hardwood",1.0
23911,025582303.jpg,home repair,"carpentry, sawing hardwood",1.0
23912,017681736.jpg,home repair,"carpentry, sawing hardwood",1.0
23913,054472488.jpg,home repair,"carpentry, sawing hardwood",1.0
23914,055326440.jpg,home repair,"carpentry, sawing hardwood",1.0
23915,022724483.jpg,home repair,"carpentry, sawing hardwood",1.0
23916,071189725.jpg,home repair,"carpentry, sawing hardwood",1.0
23917,073291430.jpg,home repair,"carpentry, sawing hardwood",1.0
23918,002097999.jpg,sports,"martial arts, different types",1.0
23919,039575770.jpg,sports,"martial arts, different types",1.0
23920,089014064.jpg,sports,"martial arts, different types",1.0
23921,052031861.jpg,sports,"martial arts, different types",1.0
23922,034762780.jpg,sports,"martial arts, different types",1.0
23923,025367615.jpg,sports,"martial arts, different types",1.0
23924,024335452.jpg,sports,"martial arts, different types",1.0
23925,009976803.jpg,sports,"martial arts, different types",1.0
23926,081722642.jpg,sports,"martial arts, different types",1.0
23927,008665741.jpg,sports,"martial arts, different types",1.0
23928,029229477.jpg,,,0.0
23929,004567574.jpg,,,0.0
23930,078138657.jpg,,,0.0
23931,003928368.jpg,,,0.0
23932,030830110.jpg,,,0.0
23933,057329737.jpg,,,0.0
23934,040956136.jpg,,,0.0
23935,028227107.jpg,sports,"martial arts, different types",1.0
23936,027518907.jpg,sports,"martial arts, different types",1.0
23937,079779031.jpg,sports,"martial arts, different types",1.0
23938,097397810.jpg,sports,"martial arts, different types",1.0
23939,034804107.jpg,sports,"martial arts, different types",1.0
23940,003914551.jpg,sports,"martial arts, different types",1.0
23941,003656578.jpg,sports,"martial arts, different types",1.0
23942,075921342.jpg,sports,"martial arts, different types",1.0
23943,055236982.jpg,sports,"martial arts, different types",1.0
23944,078359266.jpg,sports,"martial arts, different types",1.0
23945,069749701.jpg,sports,"martial arts, different types",1.0
23946,090750635.jpg,sports,"martial arts, different types",1.0
23947,088582429.jpg,sports,"martial arts, different types",1.0
23948,078832740.jpg,sports,"martial arts, different types",1.0
23949,047518916.jpg,sports,"martial arts, different types",1.0
23950,030812641.jpg,sports,"martial arts, different types",1.0
23951,050702679.jpg,sports,"martial arts, different types",1.0
23952,050207161.jpg,sports,"martial arts, different types",1.0
23953,061027555.jpg,sports,"martial arts, different types",1.0
23954,018609757.jpg,sports,"martial arts, different types",1.0
23955,065561988.jpg,sports,"martial arts, different types",1.0
23956,045660092.jpg,sports,"martial arts, different types",1.0
23957,062020483.jpg,sports,"martial arts, different types",1.0
23958,023960482.jpg,sports,"martial arts, different types",1.0
23959,043439489.jpg,sports,"martial arts, different types",1.0
23960,021020121.jpg,,,0.0
23961,087530516.jpg,,,0.0
23962,048796105.jpg,,,0.0
23963,022498142.jpg,,,0.0
23964,004120870.jpg,,,0.0
23965,067573866.jpg,,,0.0
23966,021464471.jpg,,,0.0
23967,098958219.jpg,,,0.0
23968,053370037.jpg,sports,"martial arts, different types",1.0
23969,028897700.jpg,sports,"martial arts, different types",1.0
23970,065767743.jpg,sports,"martial arts, different types",1.0
23971,027521992.jpg,sports,"martial arts, different types",1.0
23972,082027429.jpg,sports,"martial arts, different types",1.0
23973,030823605.jpg,sports,"martial arts, different types",1.0
23974,098824773.jpg,sports,"martial arts, different types",1.0
23975,060514479.jpg,sports,"martial arts, different types",1.0
23976,084441115.jpg,sports,"martial arts, different types",1.0
23977,007281547.jpg,sports,"martial arts, different types",1.0
23978,034829942.jpg,sports,"martial arts, different types",1.0
23979,073748709.jpg,sports,"martial arts, different types",1.0
23980,065505902.jpg,sports,"martial arts, different types",1.0
23981,019424312.jpg,sports,"martial arts, different types",1.0
23982,035620293.jpg,sports,"martial arts, different types",1.0
23983,026344341.jpg,sports,"martial arts, different types",1.0
23984,061337017.jpg,sports,"martial arts, different types",1.0
23985,034456823.jpg,sports,"martial arts, different types",1.0
23986,030905424.jpg,sports,"martial arts, different types",1.0
23987,020737798.jpg,sports,"martial arts, different types",1.0
23988,040902712.jpg,sports,"martial arts, different types",1.0
